model,source_stem,case,feature,txt_path,java_path,output_valid,output_mode,output_warnings,spec_valid,spec_issue_count,syntax_valid,syntax_error_count,syntax_warning_count,compile_status,compile_error_count,score_validate_output,score_validate_spec,score_validate_syntax,score_compile,score_deepeval,score_final,judgement,deepeval_reason
command-r7b-12-2024,evaluation-results-cohere-rbac_3,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_4,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_5,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_6,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_7,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_8,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-rbac_9,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_1,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_1\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_10,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_10\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_2,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_2\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_3,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_3\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_4,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_4\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_5,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_5\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_6,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_6\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_7,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_7\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_8,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_8\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
command-r7b-12-2024,evaluation-results-cohere-transfer_9,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_9\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_1,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_1\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_10,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_10\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_2,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_2\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_3,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_3\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_4,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_4\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_5,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_5\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_6,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_6\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_7,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_8,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-login_9,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_1,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_10,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_2,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_3,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_4,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_5,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_6,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_7,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_7\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_8,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_8\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-rbac_9,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_9\case-001\AuditLogTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_1,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_1\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_10,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_10\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_2,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_2\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_3,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_3\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_4,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_4\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
gemma-3n-e4b-it,evaluation-results-gemma-transfer_5,case-001,振込機能（全バリデーション、承認フロー含む）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-transfer_5\case-001\TransferTest.java,False,,0,False,0,,0,0,,0,0.0,0.0,,,0.0,0.0,fail,
