"Path","Model","SourceStem","Case","FileName","TestMethod","ActionCount","WarningCount","ActionTypes","Warnings"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_8\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_8","case-001","LoginTest.java","testLoginWithMFA","7","0","fill, fill, fill, click, fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_8\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_8","case-001","LoginTest.java","testLoginWithFailedAttempts","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_9\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_9","case-001","LoginTest.java","testNormalLogin","5","0","fill, fill, fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_9\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_9","case-001","LoginTest.java","testLoginWithMFA","7","0","fill, fill, fill, click, fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-login_9\case-001\LoginTest.java","command-r7b-12-2024","evaluation-results-cohere-login_9","case-001","LoginTest.java","testLoginWithFailedAttempts","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_1\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_1","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_1\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_1","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_1\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_1","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_10\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_10","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_10\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_10","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_10\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_10","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_2\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_2","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_2\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_2","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_2\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_2","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_3","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_3","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_3\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_3","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_4","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_4","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_4\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_4","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_5","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_5","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_5\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_5","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_6","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_6","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_6\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_6","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_7","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_7","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_7\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_7","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_8","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_8","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_8\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_8","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_9","case-001","AuditLogTest.java","testAdminAuditLog","5","3","fill, fill, fill, click, click","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_9","case-001","AuditLogTest.java","testCustomerAuditLog","5","3","fill, fill, fill, click, assert_false","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-rbac_9\case-001\AuditLogTest.java","command-r7b-12-2024","evaluation-results-cohere-rbac_9","case-001","AuditLogTest.java","testAuditorAuditLog","5","3","fill, fill, fill, click, assert_true","sendKeys の locator を解決できませんでした: id(""username"") | sendKeys の locator を解決できませんでした: id(""password"") | sendKeys の locator を解決できませんでした: id(""role"")"
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_1\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_1","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_1\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_1","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_10\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_10","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_10\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_10","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_2\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_2","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_2\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_2","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_3\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_3","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_3\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_3","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_4\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_4","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_4\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_4","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_5\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_5","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_5\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_5","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_6\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_6","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_6\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_6","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_7\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_7","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_7\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_7","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_8\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_8","case-001","TransferTest.java","testNormalTransfer","6","0","fill, fill, fill, click, assert_text, assert_text",""
"C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\command-r7b-12-2024\evaluation-results-cohere-transfer_8\case-001\TransferTest.java","command-r7b-12-2024","evaluation-results-cohere-transfer_8","case-001","TransferTest.java","testInvalidAccountNumber","3","0","fill, click, assert_text",""
