model,source_stem,case,feature,txt_path,java_path,spec_path,prompt_path,ui_context_path,deterministic_score,prompt_score,representative_testability_score,final_score,judgement,rule_issue_count,rule_issues,reason_prompt,reason_representative_testability,has_java_block,has_section_b,has_junit_jupiter,has_webdriver,has_webdriverwait,has_before_each,has_after_each,has_test,test_count,test_count_2_to_3,single_public_class,uses_chromedriver,uses_base_url_env,uses_localhost_fallback,uses_thread_sleep,has_dummy_assert,mentions_admin,mentions_auditor,mentions_customer,rbac_role_tokens_ok
gemma-3n-e4b-it,evaluation-results-gemma-login_7,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_7\case-001\SecureBankLoginTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-login.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],(A)→(B)の順でJavaコードブロックと(B)箇条書きは存在し、@BeforeEach/@AfterEachとテスト数も3件で形式面は概ね満たしています。一方で、コードがプロンプトのUI構造コンテキストに従っておらず、/loginScreen への遷移や submit_button/mfaSubmit など未定義IDを使用、roleは#roleのselect値を設定せずclickのみ、ExpectedConditionsではなく存在しない ExpectedLocations を使うなど実行可能性が低いです。さらに成功後にuserName/accountNumber/balanceへsendKeysしており本来は表示値のassertが必要、失敗系も『無効資格情報』なのに空欄メッセージを期待するなどシナリオ要件と不整合があります。加えて(B)が3〜6件以内という条件に反して7件で、振込機能不足など対象外指摘も混ざっています。WebDriverWaitは使いThread.sleepは避けていますが、暗黙待ちを入れている点も方針（明示待ち中心）からやや逸脱です。,テスト本数は3本で「成功」「試行制限」「無効ログイン」と代表シナリオの幅は一応あるが、仕様とUIコンテキストに対して具体性・実行可能性が低い。例として、ログイン画面URLを「/loginScreen」としている一方でinitial_screenはセレクタ指定でありパスは不明、submitボタンも仕様では文言「ログイン」でidは提示されていないのに「submit_button」を使用、MFA送信も「mfaSubmit」など未定義のセレクタを発明している。ExpectedConditionsではなく存在しないExpectedLocationsを使っておりコード自体がコンパイル/実行不能。成功テストではuserName/accountNumber/balanceにsendKeysしており「表示されるべき値」を入力してしまっていて観測可能なassertがない。試行制限テストも誤パスワードで失敗回数を積む必要があるのに正しい資格情報を使い、入力欄クリア無しでsendKeysを繰り返すなど不安定。無効資格情報テストでは「認証失敗」系を期待すべきなのに空欄エラーメッセージを期待しており仕様矛盾。さらに(B)は3〜6件制約を超え、しかもログイン対象外の振込不足など論点がずれているため、前提不足の開示としても不適切。,True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,False,False,False,True
gemma-3n-e4b-it,evaluation-results-gemma-login_8,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_8\case-001\SecureBankLoginTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-login.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.5,0.2,0.625,review,0,[],(A)(B)の二部構成で、Javaコードも1つの```java```ブロックに収めている点や、JUnit5/Selenium/ChromeDriver、@BeforeEach/@AfterEach、WebDriverWaitを使いThread.sleepが無い点は手順2・3に概ね適合。一方で、JUnitのassert系を使わずにJavaの`assert`を用いており「期待結果はassert系で検証」の意図に弱く、`ExpectedLocations.visibilityOfElementLocated`という不正なAPI参照で待機が成立しない可能性が高い。またUIコンテキストではログインボタンは文言「ログイン」(ボタンID不明)なのに`submit_button`を固定IDで使用、role選択も`#role`クリックのみで値選択なし、ログイン成功後に`userName/accountNumber/balance`へsendKeysしており表示確認のはずが操作になっているなど実装制約/セレクタ優先の逸脱がある。さらに(B)は3〜6件以内の制約を超えて7件列挙し、「振込機能のテストが不足」など対象機能外まで指摘しており手順1・4の遵守に欠ける。,"提案されている3本は「正常ログイン+MFA」「ログイン試行制限」「資格情報不正」の意図自体はコア要件に近いが、内容が仕様/UIコンテキストと大きく乖離しており実行可能性が低い。セレクタが不一致（ログインボタンは文言「ログイン」想定なのに By.id(""submit_button"")、MFAボタンもUIでは文言「認証」なのに ""mfaSubmit""、画面遷移は #loginScreen/#mfaScreen の表示切替なのに /loginScreen へ直接遷移）で、さらに ExpectedLocations という存在しない待機クラスを使っておりJUnit/Seleniumでコンパイル/実行できない。正常系テストでは #userName/#accountNumber/#balance に sendKeys しており、仕様上は表示反映を assert すべき箇所が観測可能な検証になっていない。試行制限テストも同じ正しいパスワードを使って失敗を期待している、入力欄のクリアや再入力の制御がなく決定的でない、ロックメッセージのパターン（残りN秒）も待機・検証できていない。無効資格情報テストも「入力不足」メッセージを期待しておりトリガー条件（空欄）と矛盾する。さらに(B)は3〜6件の制約を超えて7件あり、「振込機能のテスト不足」など対象外を挙げる一方、実装と仕様差分（例: エラーメッセージの絵文字/文言差、role選択の具体的操作、lock 30秒待機戦略）を適切に整理できていないため開示としても不十分。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,False,False,False,True
gemma-3n-e4b-it,evaluation-results-gemma-login_9,case-001,ログイン機能（基本認証、MFA、ログイン試行制限）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-login_9\case-001\SecureBankLoginTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-login.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],(A)→(B)の順でJavaコードブロックと(B)節を出しており、2〜3件の代表テスト、@BeforeEach/@AfterEach、WebDriverWait使用、Thread.sleep不使用、BASE_URL優先+localhostフォールバック等の必須条件には概ね沿っている。一方で、Selenium待機が存在しないクラス(存在しないExpectedLocations)を使っており実行不能、@AfterEachのimport欠落、UIコンテキストのセレクタ/文言に反する点（/loginScreenへ遷移、submit_button等のID、role選択が不適切、userName/accountNumber/balanceにsendKeysするなど）が多い。さらに(B)が3〜6件以内の制約を超えて7件で、しかも対象外の振込機能不足を挙げるなどプロンプト準拠が弱い。暗黙待ち(implicitlyWait)も明示待ち優先方針と整合しにくい。,対象機能（基本認証・MFA・ログイン試行制限）に関連するシナリオ数は3本で条件は満たすが、内容が仕様/UIコンテキストに沿わず実行可能性が低い。成功系は「/loginScreen」へ遷移し、submit_button/mfaSubmitなどUI記載にないIDを使用し、role選択も#roleのvalue選択ではなくclickのみで曖昧。さらにuserName/accountNumber/balanceへsendKeysしており、表示確認（getText/assert）ではないため期待結果の観測になっていない。試行制限テストは誤って正しいパスワードを毎回入力しつつ失敗メッセージを期待し、loginErrorをclearするなど要素操作も不適切。無効資格情報テストは空欄時メッセージ（⚠️入力不足）を期待しており仕様の「認証失敗（残りX回）」と矛盾。加えてWebDriverWaitでExpectedLocationsという存在しないクラスを使い、JUnitのassertではなくJavaのassert文で不安定、implicitWaitも併用して要件（明示待ち中心）から逸れる。(B)は3〜6件の制限を超え、振込など対象外まで挙げており、必要な不足情報（正しいURLパス、ボタン/セレクタ、ロック残り秒表示の扱い等）を実行前提として整理できていない。,True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,False,False,False,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_1,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_1\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.5,0.2,0.625,review,0,[],"(A)→(B)の順で出力され、Javaの ```java``` ブロック内に単一クラスで3テスト(2〜3件要件内)を実装し、@BeforeEach/@AfterEachやWebDriverWait、ChromeDriver、BASE_URL優先＋localhostフォールバックも満たしている点は評価できる。一方で、UI構造コンテキストではログイン後にMFA(#mfaScreen, #mfaCode, 成功で#dashboard表示)が必須フローなのに、いずれのテストもMFA操作を省略しており要件追従が弱い。またsubmitボタンをBy.id(""submit_button_text"")で探しているが、仕様ではボタン文言が「ログイン」でありID提供はなく、role(#role)選択も未実装でRBAC前提の操作が不十分。さらにExpectedLocationsという誤ったクラス参照で待機しており、コードがそのままではコンパイル/実行困難。customerの「監査ログタブ非表示」要件に対し、要素が存在しない場合の検証(不在確認)ではなくisDisplayed前提なのも不適切。加えて(B)で「特になし」としているが、上記の不足情報を列挙しておらず指示不遵守。","テスト数は3本で、admin/auditor/customerの主要RBACフローを一応カバーしている点は評価できる。しかし実行可能性・具体性が不足している。ログインは仕様上「ログイン成功→#mfaScreen→MFA成功→#dashboard」だが、各テストでMFA手順（#mfaCode入力や「認証」クリック）がなく、#dashboardや#auditLogの待機が成立しにくい。さらにsubmitボタンはUI上は文言「ログイン」であり、コードのBy.id(""submit_button_text"")はコンテキストに存在しないためセレクタ不整合。WebDriverWaitでもExpectedLocationsという存在しないクラス/メソッドを使っておりSeleniumでコンパイル・実行不能。customerは「監査ログタブ非表示」要件だが、要素をfindElementしてisDisplayed否定しており、非表示の場合はNoSuchElementExceptionになり得て決定的でない。表示形式テストも「検証は省略」として並び順やレベル別色分けの具体的アサーションがなく、代表シナリオとして不十分。(B)も本来あるはずのMFA前提やセレクタ不明点などを「特になし」として開示できていない。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_10,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_10\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],"出力は(A)のjavaコードブロックと(B)の箇条書きを含み、テスト数も3件で指示の2〜3件に収まっている点は要件に沿っています。一方で実装制約の遵守に問題があり、JUnit5想定なのに org.junit.jupiter.api.AfterEach のimportがなくコンパイル不能、待機も WebDriverWait を使っているが expectedLocations.ExpectedLocations という誤ったクラスを参照しており成立しません。また submit ボタンのセレクタを By.id(""submit_button_text"") としているが、UIコンテキストでは文言が「ログイン」でありID指定はなく不整合です。さらに検証がJavaの assert に依存しており（JUnit Assertions不使用）、かつ(B)でこれらの不足/差分を「特になし」としているため、(B)の内容が評価手順の趣旨（差分/不足情報の列挙）に反しています。","代表的なシナリオとして「admin/auditorは監査ログ閲覧可」「customerは不可」を選んでいる点は要件（監査ログタブの表示制御）に沿うが、テストが実行可能・安定という観点で問題が多い。具体的に、ログイン後は仕様上 #mfaScreen が出てMFA成功で #dashboard/#userInfo 表示なのに、MFA手順（#mfaCode に 123456 入力→「認証」クリック）がなく dashboard/auditLog の待ち条件が満たせない。さらに role 選択 #role の操作もなく、submit ボタンも UIでは文言「ログイン」でセレクタ不明なのに By.id(""submit_button_text"") としており不適合。ExpectedConditions ではなく存在しない ExpectedLocations を使っていてコンパイル/実行できない可能性が高い。customer テストは「タブ非表示」要件に対して findElement して isDisplayed を見るため、要素が存在しない場合に NoSuchElementException になりがちで安定しない（要素不在の検証が必要）。表示形式テストは“検証は省略”としており、最新順や左ボーダー色（info/warning/error）といった観測可能な期待結果に落ちていない。加えて(B)でこれらの不足（MFA必須、ボタン/URL/DOM、監査ログの前提データ）を開示せず「特になし」としているため、推測・欠落の明示要件に反する。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_2,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_2\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.3,0.615,review,0,[],"(A)のJavaコードブロック自体はあり、JUnit5/Selenium/ChromeDriver/@BeforeEach/@AfterEach/WebDriverWait/テスト3本など形式面は概ね満たしているが、prompt準拠として重要な逸脱が多い。まず(B)は「特になし」1件で要件(3〜6件以内で箇条書き)自体は満たす一方、実装上の明確な不足や不整合（MFAフローが必須なのに全テストで未実施、loginのrole(#role)選択未実施、ログインボタンがUIでは文言""ログイン""でid指定ではないのにBy.id(""submit_button_text"")を使用、画面遷移は#mfaScreen→#dashboardなのに/dashboard待ちしている等）があるのに列挙しておらず忠実性に欠ける。またWebDriverWaitの使い方が誤りで、存在しない org.openqa.selenium.support.expectedLocations.ExpectedLocations を使い、wait.untilでdriver.findElementを先に呼ぶため待機にならない可能性が高い。さらにassertキーワードでJUnitアサーション(org.junit.jupiter.api.Assertions)を使っていない点も、期待結果検証の実行安定性の観点でprompt意図に沿いにくい。加えてimplicitWaitを入れており明示待ち重視の方針ともズレがある。以上より部分的に要件は満たすが、プロンプト遵守と実行可能性に重大な欠点がある。",代表シナリオとしては admin/auditor/customer を使ったRBAC確認の3本で要件に近いが、JUnit/Seleniumとして実行可能性が低い点が多い。まず @AfterEach のimportがなくコンパイル不備、さらに ExpectedLocations はSelenium標準ではなく wait.until(ExpectedConditions.visibilityOf(...)) が必要。ログイン後は仕様上 #mfaScreen を経て #dashboard 表示なのにMFA操作がなく、dashboard待ちが成立しない前提。submitボタンも UIコンテキストは文言「ログイン」でIDは示されていないのに submit_button_text をid指定しており不確実。customerの『タブ非表示』要件に対して findElementして isDisplayed() を見ると要素未存在で例外になり得て、観測可能なUI検証として不安定。監査ログ表示形式テストは「具体的検証は省略」としており最新順・色分けなど決定的アサーションがない。さらに(B)でこれら前提差分やテストデータ依存を『特になし』として開示していない。,True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_3,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_3\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],"JavaのJUnit5+Seleniumコードブロックがあり(B)節も存在、テスト数も3件で2〜3件要件と@BeforeEach/@AfterEach、BASE_URL優先＋localhostフォールバック、Thread.sleep不使用など形式面は概ね満たしている。一方で実装はプロンプト準拠が弱い点が多い。MFA遷移（#mfaScreen→#dashboard）を一切扱わずに/dashboard待ちしており、仕様のログインフローに不整合。WebDriverWaitの使い方も誤りで、ExpectedConditionsではなく存在しないexpectedLocations.ExpectedLocationsをimportしてvisibilityOfを呼んでおりコンパイル/実行不能。またsubmitボタンをUI仕様の文言「ログイン」ベース等で探さずBy.id(""submit_button_text"")としていてセレクタ根拠がない。customerの「監査ログタブ非表示」はfindElementしてisDisplayed否定しており、非表示/不存在時にNoSuchElementになり得る。加えてJUnitのassertではなくJavaのassert文で検証しておりJUnit実行時に無効化され得る。これらに対し(B)で不足情報を「特になし」としているのも要件（差分/不足の短い指摘）に反する。","監査ログのRBACという対象には一応3本で触れているが、JUnit/Seleniumとして実行可能性が低い。UI構造ではログイン成功後に# mfaScreenを経由しmfaCode入力が必須なのに、全テストでMFA手順と#role選択（#role）が欠落しており、#dashboard待ちが成立しない可能性が高い。さらにsubmitボタンは「ログイン」という文言指定でありIDは提示されていないのにBy.id(""submit_button_text"")を使用しておりセレクタが不整合。WebDriverWaitもExpectedConditionsではなく存在しないExpectedLocationsをimportしておりコンパイル不能。customerの「監査ログタブ非表示」は要素不在になる想定なのにfindElementしてisDisplayed否定しており例外で落ちうる。表示形式テストは『具体的な検証は省略』で最新順やレベル別色分けの観測可能なassertがなく代表性も弱い。加えて(B)で上記の不足（MFA、role選択、セレクタ、ログ内容の前提など）を何も開示せず「特になし」としており手順4に反する。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_4,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_4\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],"プロンプトの主要要件（JUnit5+Selenium、ChromeDriver、@BeforeEach/@AfterEach、WebDriverWait、テスト数3、BASE_URL優先+localhostフォールバック、(A)→(B)の順）は概ね満たしている。一方で必須のJUnitアサーションではなくJavaのassert文を使っており（有効化されない可能性がある）、UI構造コンテキストに反する点が複数ある（ログインは#role選択とMFA(#mfaScreen/#mfaCode)遷移が前提だが未実装、/loginScreenへの直接遷移も仕様のinitial_screenと不整合、ログインボタンはidではなく文言「ログイン」指定なのにBy.id(""submit_button_text"")を使用）。さらにExpectedLocationsという存在しないクラスを使っておりコンパイル不能、加えて明示待ちに加えてimplicitlyWaitを設定しており方針の『固定sleep回避』には沿うが待ち方針は不安定になりうる。(B)も不足情報があるのに「特になし」としているため手順4に反する。","テスト数は3本でRBAC（admin/auditorは表示、customerは非表示）と表示確認を狙っており代表性の方向性はあるが、JUnit/Seleniumとして実行可能性と観測性が不足している。具体的には(1) UIコンテキストではログイン後にMFA(#mfaScreen, #mfaCode, 認証ボタン)が必須なのに全テストでMFA手順がなく、いきなり#dashboardや#auditLogの表示待ちをしていて前提が崩れている。(2) submit_button_textは文言であってセレクタではなく、By.id(""submit_button_text"")は誤りの可能性が高い（ログインボタンはテキスト「ログイン」指定のみ）。(3) WebDriverWaitでExpectedLocationsという存在しないクラスを使っておりコンパイル不能、さらにJUnitのAssertionsを使わずJavaのassertに依存していて実行設定次第で検証が無効化され得る。(4) customerの「監査ログタブ非表示」は要素非存在で検証すべきところをfindElementしてisDisplayed判定しておりNoSuchElementになりやすい。(5) 表示仕様（最新順、レベル別ボーダー色）については『省略』として実質的な検証がなく、要件への直接性が弱い。(6) (B)でMFAやセレクタ/URLの不確実性などの不足情報を挙げず「特になし」としており開示要件を満たしていない。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_5,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_5\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],(A)/(B)の順序や(B)の存在、Javaコードブロック、テスト数が2〜3件、@BeforeEach/@AfterEach、BASE_URL優先＋localhostフォールバック、Thread.sleep不使用など形式要件は概ね満たしている。一方でJUnit5としてassert系検証がJavaの組み込みassertであり（org.junit.jupiter.api.Assertions不使用で無効化され得る）、WebDriverWaitの使い方が誤り（ExpectedLocationsという不正クラス・visibilityOfにfindElementを渡していて待機前にNoSuchElementになり得る）。またUIコンテキストのログインボタンは文言『ログイン』で、id『submit_button_text』は提示されておらずセレクタ準拠が弱い。加えてログイン後はMFA画面を経由する仕様なのにMFA操作をしておらず、ダッシュボード表示待ちの前提が仕様と合っていないため、E2Eとしての忠実性が低い。,"RBAC/監査ログという対象機能に対して admin表示・customer非表示・表示確認の3シナリオを用意している点は代表性があるが、テストが仕様/UIコンテキストに沿って具体的・実行可能になっていない。ログイン後は #mfaScreen→MFA成功で #dashboard 表示のはずなのにMFA操作を一切せず #dashboard を待っており、遷移前提が破綻している。role選択(#role)も未操作で、/loginScreen というURL遷移も仕様の初期画面(#loginScreen)と不整合。submitボタンを By.id(""submit_button_text"")で探すのも誤り（UIでは文言""ログイン""でありID指定はない）。WebDriverWaitも ExpectedLocations(存在しない/不適切)を使っておりJUnitでコンパイル不能の可能性が高い。customer非表示は要素未存在が想定されるのに findElementしてisDisplayedを見ておりNoSuchElementになり得る。監査ログ表示形式テストは『検証は省略』としており最新順/色分け等の観測可能なアサーションがない。さらに(B)で多数の不足/不整合を『特になし』として開示しておらず透明性が低い。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
gemma-3n-e4b-it,evaluation-results-gemma-rbac_6,case-001,監査ログ機能（役割別アクセス制御）,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\output.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\results\extracted\gemma-3n-e4b-it\evaluation-results-gemma-rbac_6\case-001\AuditLogTest.java,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\securebank-spec-rbac.md,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\prompts\split\cohere\hybrid-test-generation-cohere.txt,C:\Users\juria.koga\Documents\Github\LLM-test-evaluation\specs\financial-demo-app-context.yaml,1.0,0.4,0.2,0.59,fail,0,[],"必須のJavaコードブロックと(B)セクションはあり、JUnit5/Selenium/ChromeDriver/@BeforeEach/@AfterEach/WebDriverWait、BASE_URL優先＋localhostフォールバック、テスト数3件など形式要件は概ね満たしている。一方でプロンプト準拠として重要な逸脱が複数ある。WebDriverWaitで使っているExpectedLocationsはSeleniumの通常APIではなく（本来ExpectedConditions）、コードが実行不能になり得る点は大きい。またログイン後の仕様ではMFA画面(#mfaScreen)が出てからmfa成功で#dashboard表示だが、テストはMFA操作を一切せず即dashboard/auditLogの可視を待っており、UI遷移コンテキストに反する。さらにログインボタンは文言が「ログイン」とされているのにBy.id(""submit_button_text"")を使用しておりセレクタ優先利用にも不整合。implicitWaitも使っており明示待ち優先方針からはやや外れる。 (B)は不整合があるのに「特になし」としており、手順4の不足情報列挙要求に未達。","代表シナリオとして admin/auditor の閲覧可・customer の閲覧不可を選んでおり方向性は合うが、要件のコアである「ログイン成功→MFA→ダッシュボード表示」の遷移を無視して dashboard/auditLog を待っているため実行可能性が低い。UIコンテキストでは監査ログタブは customer で“非表示”なのに、testCustomerCannotViewAuditLog で auditTab を findElement して isDisplayed を見る設計は NoSuchElement になりやすく、負のケースの作りが不適切。さらに submit ボタンを id=""submit_button_text"" としており、仕様は文言「ログイン」であってIDは提示されていないためセレクタが不確実。WebDriverWait も ExpectedLocations という誤ったクラス/メソッドを使っておりJUnit/Seleniumでコンパイルすらしない可能性が高い。表示仕様（最新が上、レベル別ボーダー色）も『省略』として具体的な検証がなく、決定的なUIアサーションになっていない。にもかかわらず(B)で不足情報を「特になし」としており、前提不足（MFA操作、ログデータ前提、要素の識別子等）の開示ができていない。",True,True,True,True,True,True,True,True,3,True,True,True,True,True,False,False,True,True,True,True
